	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	kegg_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_hits	heme_regulatory_motif_count
c_filamentum_b3_c_filamentum_b3@contig1_1173	c_filamentum_b3	c_filamentum_b3@contig1	1173	1295044	1296039	-1	C	K00133	aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]								Semialdehyde dehydrogenase, dimerisation domain [PF02774.20]; Semialdehyde dehydrogenase, NAD binding domain [PF01118.26]		0
c_filamentum_b3_c_filamentum_b3@contig1_1174	c_filamentum_b3	c_filamentum_b3@contig1	1174	1296581	1296832	1	D										Small, acid-soluble spore proteins, alpha/beta type [PF00269.22]		0
c_filamentum_b3_c_filamentum_b3@contig1_1175	c_filamentum_b3	c_filamentum_b3@contig1	1175	1296938	1297675	1	D										Methyltransferase domain [PF08241.14]; Methyltransferase domain [PF13649.8]; Methyltransferase domain [PF13489.8]; Methyltransferase domain [PF13847.8]; ubiE/COQ5 methyltransferase family [PF01209.20]; Methyltransferase small domain [PF05175.16]; Methyltransferase domain [PF08242.14]; Nodulation protein S (NodS) [PF05401.13]; Tellurite resistance protein TehB [PF03848.16]; Mycolic acid cyclopropane synthetase [PF02353.22]; tRNA (Uracil-5-)-methyltransferase [PF05958.13]		0
c_filamentum_b3_c_filamentum_b3@contig1_1176	c_filamentum_b3	c_filamentum_b3@contig1	1176	1297692	1298576	1	C	K04083	molecular chaperone Hsp33								Hsp33 protein [PF01430.21]		0
c_filamentum_b3_c_filamentum_b3@contig1_1177	c_filamentum_b3	c_filamentum_b3@contig1	1177	1299096	1299530	-1	E												0
c_filamentum_b3_c_filamentum_b3@contig1_1178	c_filamentum_b3	c_filamentum_b3@contig1	1178	1299648	1300454	1	E												0
c_filamentum_b3_c_filamentum_b3@contig1_1179	c_filamentum_b3	c_filamentum_b3@contig1	1179	1300610	1300966	1	D										Helix-turn-helix domain of resolvase [PF02796.17]; Helix-turn-helix domain [PF13936.8]		0
c_filamentum_b3_c_filamentum_b3@contig1_1180	c_filamentum_b3	c_filamentum_b3@contig1	1180	1301029	1301175	1	E												0
c_filamentum_b3_c_filamentum_b3@contig1_1181	c_filamentum_b3	c_filamentum_b3@contig1	1181	1301213	1302187	1	D										Relaxase/Mobilisation nuclease domain [PF03432.16]		0
c_filamentum_b3_c_filamentum_b3@contig1_1182	c_filamentum_b3	c_filamentum_b3@contig1	1182	1302230	1302418	1	D										Family of unknown function (DUF5839) [PF19157.2]		0
c_filamentum_b3_c_filamentum_b3@contig1_1183	c_filamentum_b3	c_filamentum_b3@contig1	1183	1302729	1303748	1	E												0
c_filamentum_b3_c_filamentum_b3@contig1_1184	c_filamentum_b3	c_filamentum_b3@contig1	1184	1303836	1305041	1	D										Integrase core domain [PF00665.28]		0
c_filamentum_b3_c_filamentum_b3@contig1_1185	c_filamentum_b3	c_filamentum_b3@contig1	1185	1305059	1305823	1	C	K07484	transposase								IstB-like ATP binding protein [PF01695.19]; Bacterial dnaA  protein [PF00308.20]		0
c_filamentum_b3_c_filamentum_b3@contig1_1186	c_filamentum_b3	c_filamentum_b3@contig1	1186	1306223	1306354	1	E												0
c_filamentum_b3_c_filamentum_b3@contig1_1187	c_filamentum_b3	c_filamentum_b3@contig1	1187	1306892	1307479	-1	D										Resolvase, N terminal domain [PF00239.23]		0
c_filamentum_b3_c_filamentum_b3@contig1_1188	c_filamentum_b3	c_filamentum_b3@contig1	1188	1307700	1308083	1	D										Domain of unknown function (DUF4158) [PF13700.8]		0
c_filamentum_b3_c_filamentum_b3@contig1_1189	c_filamentum_b3	c_filamentum_b3@contig1	1189	1308131	1308373	1	E												0
c_filamentum_b3_c_filamentum_b3@contig1_1190	c_filamentum_b3	c_filamentum_b3@contig1	1190	1308339	1308587	1	D										Tn3 transposase DDE domain [PF01526.19]		0
c_filamentum_b3_c_filamentum_b3@contig1_1191	c_filamentum_b3	c_filamentum_b3@contig1	1191	1308768	1309130	1	C	K02171	BlaI family transcriptional regulator, penicillinase repressor								Penicillinase repressor [PF03965.18]		0
c_filamentum_b3_c_filamentum_b3@contig1_1192	c_filamentum_b3	c_filamentum_b3@contig1	1192	1309135	1310292	1	C	K02172	bla regulator protein blaR1	MER0191063	M56	MER0191063 - family M56 unassigned peptidases (Peptoclostridium difficile) [M56.UPW]#M56#{peptidase unit: 3-275}~source ZP_05401677~	False	0.398	194.0	6.218e-52	BlaR1 peptidase M56 [PF05569.13]		0
c_filamentum_b3_c_filamentum_b3@contig1_1193	c_filamentum_b3	c_filamentum_b3@contig1	1193	1310640	1311137	-1	D										Putative peptidoglycan binding domain [PF01471.20]		0
c_filamentum_b3_c_filamentum_b3@contig1_1194	c_filamentum_b3	c_filamentum_b3@contig1	1194	1311650	1312243	1	C	K14060	putative DNA-invertase from lambdoid prophage Rac								Resolvase, N terminal domain [PF00239.23]		0
c_filamentum_b3_c_filamentum_b3@contig1_1195	c_filamentum_b3	c_filamentum_b3@contig1	1195	1312578	1313342	1	C	K07495	putative transposase								Transposase DDE domain [PF01609.23]; Archaeal putative transposase ISC1217 [PF04693.14]		0
c_filamentum_b3_c_filamentum_b3@contig1_1196	c_filamentum_b3	c_filamentum_b3@contig1	1196	1313842	1314063	-1	E												0
c_filamentum_b3_c_filamentum_b3@contig1_1197	c_filamentum_b3	c_filamentum_b3@contig1	1197	1314348	1314698	1	D										Bacterial SH3 domain [PF08239.13]; Bacterial SH3 domain [PF06347.15]		0
c_filamentum_b3_c_filamentum_b3@contig1_1198	c_filamentum_b3	c_filamentum_b3@contig1	1198	1314698	1315633	1	D			MER0031486	M28A	MER0031486 - subfamily M28A non-peptidase homologues (Clostridium tetani) [M28.UNA]#M28A#{peptidase unit: 119-304}~source Q899Z3~	False	0.514	181.0	1.197e-48	Peptidase family M28 [PF04389.19]		0
c_filamentum_b3_c_filamentum_b3@contig1_1199	c_filamentum_b3	c_filamentum_b3@contig1	1199	1315712	1316167	-1	E												0
c_filamentum_b3_c_filamentum_b3@contig1_1200	c_filamentum_b3	c_filamentum_b3@contig1	1200	1316625	1317080	1	C	K07491	putative transposase								Transposase IS200 like [PF01797.18]		0
c_filamentum_b3_c_filamentum_b3@contig1_1201	c_filamentum_b3	c_filamentum_b3@contig1	1201	1317503	1318204	-1	E												0
c_filamentum_b3_c_filamentum_b3@contig1_1202	c_filamentum_b3	c_filamentum_b3@contig1	1202	1318347	1319252	1	D										YtxC-like family [PF08812.13]		0
c_filamentum_b3_c_filamentum_b3@contig1_1203	c_filamentum_b3	c_filamentum_b3@contig1	1203	1319502	1320848	1	C	K03498	trk system potassium uptake protein								Cation transport protein [PF02386.18]		0
c_filamentum_b3_c_filamentum_b3@contig1_1204	c_filamentum_b3	c_filamentum_b3@contig1	1204	1320859	1321530	1	C	K03499	trk system potassium uptake protein								TrkA-N domain [PF02254.20]; TrkA-C domain [PF02080.23]		0
c_filamentum_b3_c_filamentum_b3@contig1_1205	c_filamentum_b3	c_filamentum_b3@contig1	1205	1321542	1322324	1	C	K03437	RNA methyltransferase, TrmH family								SpoU rRNA Methylase family [PF00588.21]; RNA 2'-O ribose methyltransferase substrate binding [PF08032.14]		0
c_filamentum_b3_c_filamentum_b3@contig1_1206	c_filamentum_b3	c_filamentum_b3@contig1	1206	1322701	1323720	1	C	K01889	phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]								tRNA synthetases class II core domain (F) [PF01409.22]; Aminoacyl tRNA synthetase class II, N-terminal domain [PF02912.20]		0
c_filamentum_b3_c_filamentum_b3@contig1_1207	c_filamentum_b3	c_filamentum_b3@contig1	1207	1323737	1326112	1	C	K01890	phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]								Phenylalanyl tRNA synthetase beta chain CLM domain [PF17759.3]; B3/4 domain [PF03483.19]; Ferredoxin-fold anticodon binding domain [PF03147.16]; Putative tRNA binding domain [PF01588.22]; tRNA synthetase B5 domain [PF03484.17]		0
c_filamentum_b3_c_filamentum_b3@contig1_1208	c_filamentum_b3	c_filamentum_b3@contig1	1208	1326151	1327035	-1	C	K01163	uncharacterized protein								Phosphatidylglycerol lysyltransferase, C-terminal [PF09924.11]		0
c_filamentum_b3_c_filamentum_b3@contig1_1209	c_filamentum_b3	c_filamentum_b3@contig1	1209	1327198	1327683	1	E												0
c_filamentum_b3_c_filamentum_b3@contig1_1210	c_filamentum_b3	c_filamentum_b3@contig1	1210	1327994	1329040	1	C	K07300	Ca2+:H+ antiporter								Sodium/calcium exchanger protein [PF01699.26]		0
c_filamentum_b3_c_filamentum_b3@contig1_1211	c_filamentum_b3	c_filamentum_b3@contig1	1211	1329180	1329299	1	E												0
c_filamentum_b3_c_filamentum_b3@contig1_1212	c_filamentum_b3	c_filamentum_b3@contig1	1212	1329435	1330598	1	D										Methyltransferase domain [PF13679.8]; Methyltransferase domain [PF13847.8]		0
c_filamentum_b3_c_filamentum_b3@contig1_1213	c_filamentum_b3	c_filamentum_b3@contig1	1213	1330740	1332125	1	D			MER0321768	C82A	MER0321768 - L,D-transpeptidase ({Enterococcus}-type) (Clostridium sp. DL-VIII) [C82.001]#C82A#{peptidase unit: 216-462}~source ZP_09206126~	False	0.673	332.0	2.543e-98	L,D-transpeptidase catalytic domain [PF03734.16]; Putative peptidoglycan binding domain [PF12229.10]		0
c_filamentum_b3_c_filamentum_b3@contig1_1214	c_filamentum_b3	c_filamentum_b3@contig1	1214	1332267	1332419	1	E												0
c_filamentum_b3_c_filamentum_b3@contig1_1215	c_filamentum_b3	c_filamentum_b3@contig1	1215	1332425	1332721	1	E												0
c_filamentum_b3_c_filamentum_b3@contig1_1216	c_filamentum_b3	c_filamentum_b3@contig1	1216	1332814	1333647	1	C	K01151	deoxyribonuclease IV [EC:3.1.21.2]								Xylose isomerase-like TIM barrel [PF01261.26]		0
c_filamentum_b3_c_filamentum_b3@contig1_1217	c_filamentum_b3	c_filamentum_b3@contig1	1217	1333843	1334343	1	E												0
c_filamentum_b3_c_filamentum_b3@contig1_1218	c_filamentum_b3	c_filamentum_b3@contig1	1218	1334483	1335304	-1	D										Phage integrase family [PF00589.24]		0
c_filamentum_b3_c_filamentum_b3@contig1_1219	c_filamentum_b3	c_filamentum_b3@contig1	1219	1335605	1336597	1	E												0
c_filamentum_b3_c_filamentum_b3@contig1_1220	c_filamentum_b3	c_filamentum_b3@contig1	1220	1336631	1337053	-1	E												0
c_filamentum_b3_c_filamentum_b3@contig1_1221	c_filamentum_b3	c_filamentum_b3@contig1	1221	1337198	1337818	1	E												0
c_filamentum_b3_c_filamentum_b3@contig1_1222	c_filamentum_b3	c_filamentum_b3@contig1	1222	1337865	1338254	-1	D										Transcriptional regulator PadR-like family [PF03551.16]		0
c_filamentum_b3_c_filamentum_b3@contig1_1223	c_filamentum_b3	c_filamentum_b3@contig1	1223	1338476	1338667	1	E												0
c_filamentum_b3_c_filamentum_b3@contig1_1224	c_filamentum_b3	c_filamentum_b3@contig1	1224	1338823	1339503	1	E												0
c_filamentum_b3_c_filamentum_b3@contig1_1225	c_filamentum_b3	c_filamentum_b3@contig1	1225	1339529	1340293	1	C	K01358	ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	MER1015122	S14	MER1015122 - family S14 unassigned peptidases (Clostridium sp. CAG:221) [S14.UPW]#S14#{peptidase unit: 39-247}~source R6FM39~	True	0.82	357.0	2.747e-110	Clp protease [PF00574.25]		0
c_filamentum_b3_c_filamentum_b3@contig1_1226	c_filamentum_b3	c_filamentum_b3@contig1	1226	1340415	1342787	1	C	K03466	DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family								FtsK/SpoIIIE family [PF01580.20]; FtsK alpha domain [PF17854.3]; Ftsk gamma domain [PF09397.12]		0
c_filamentum_b3_c_filamentum_b3@contig1_1227	c_filamentum_b3	c_filamentum_b3@contig1	1227	1342892	1344229	1	C	K14441	ribosomal protein S12 methylthiotransferase [EC:2.8.4.4]								Uncharacterized protein family UPF0004 [PF00919.22]; TRAM domain [PF18693.3]; Radical SAM superfamily [PF04055.23]		0
c_filamentum_b3_c_filamentum_b3@contig1_1228	c_filamentum_b3	c_filamentum_b3@contig1	1228	1344213	1344800	1	C	K00995	CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]								CDP-alcohol phosphatidyltransferase [PF01066.23]		0
c_filamentum_b3_c_filamentum_b3@contig1_1229	c_filamentum_b3	c_filamentum_b3@contig1	1229	1344967	1346007	1	C	K03553	recombination protein RecA								recA bacterial DNA recombination protein [PF00154.23]; Rad51 [PF08423.13]; KaiC [PF06745.15]; AAA domain [PF13481.8]; DnaB-like helicase C terminal domain [PF03796.17]		0
c_filamentum_b3_c_filamentum_b3@contig1_1230	c_filamentum_b3	c_filamentum_b3@contig1	1230	1346280	1347821	1	C	K18682	ribonucrease Y [EC:3.1.-.-]	MER0331877	I87	MER0331877 - family I87 unassigned peptidase inhibitors (Clostridium thermocellum) [I87.UPW]#I87#{inhibitor unit: 38-142}~source YP_005687637~	False	0.498	84.0	2.617e-15	RNase Y N-terminal region [PF12072.10]; HD domain [PF01966.24]		0
c_filamentum_b3_c_filamentum_b3@contig1_1231	c_filamentum_b3	c_filamentum_b3@contig1	1231	1347994	1348254	1	C	K06416	stage V sporulation protein S								Stage V sporulation protein S (SpoVS) [PF04232.14]		0
c_filamentum_b3_c_filamentum_b3@contig1_1232	c_filamentum_b3	c_filamentum_b3@contig1	1232	1348360	1348620	1	C	K02784	phosphocarrier protein HPr								PTS HPr component phosphorylation site [PF00381.21]		0
c_filamentum_b3_c_filamentum_b3@contig1_1233	c_filamentum_b3	c_filamentum_b3@contig1	1233	1348770	1350200	1	C	K01756	adenylosuccinate lyase [EC:4.3.2.2]								Lyase [PF00206.22]; Adenylosuccinate lyase C-terminus [PF10397.11]		0
c_filamentum_b3_c_filamentum_b3@contig1_1234	c_filamentum_b3	c_filamentum_b3@contig1	1234	1350302	1352188	1	E												0
c_filamentum_b3_c_filamentum_b3@contig1_1235	c_filamentum_b3	c_filamentum_b3@contig1	1235	1352285	1354207	1	C	K15738	ABC transport system ATP-binding/permease protein								ABC transporter [PF00005.29]; ABC transporter [PF12848.9]; ABC transporter C-terminal domain [PF16326.7]		0
c_filamentum_b3_c_filamentum_b3@contig1_1236	c_filamentum_b3	c_filamentum_b3@contig1	1236	1354300	1354911	1	C	K07034	uncharacterized protein								GPR1/FUN34/yaaH family [PF01184.21]		0
c_filamentum_b3_c_filamentum_b3@contig1_1237	c_filamentum_b3	c_filamentum_b3@contig1	1237	1355064	1355252	1	E												0
c_filamentum_b3_c_filamentum_b3@contig1_1238	c_filamentum_b3	c_filamentum_b3@contig1	1238	1355619	1356713	1	C	K04763	integrase/recombinase XerD								Phage integrase family [PF00589.24]; Phage integrase, N-terminal SAM-like domain [PF02899.19]		0
c_filamentum_b3_c_filamentum_b3@contig1_1239	c_filamentum_b3	c_filamentum_b3@contig1	1239	1356830	1357228	-1	E												0
c_filamentum_b3_c_filamentum_b3@contig1_1240	c_filamentum_b3	c_filamentum_b3@contig1	1240	1357377	1357979	1	C	K01356	repressor LexA [EC:3.4.21.88]	MER0411108	S24	MER0411108 - repressor LexA (Clostridium celatum) [S24.001]#S24#{peptidase unit: 89-198}~source ZP_19297804~	False	0.85	196.0	1.195e-55	LexA DNA binding domain [PF01726.18]; Peptidase S24-like [PF00717.25]; IclR helix-turn-helix domain [PF09339.12]		0
c_filamentum_b3_c_filamentum_b3@contig1_1241	c_filamentum_b3	c_filamentum_b3@contig1	1241	1358045	1359121	1	E												0
c_filamentum_b3_c_filamentum_b3@contig1_1242	c_filamentum_b3	c_filamentum_b3@contig1	1242	1359160	1360437	-1	D										Methionine gamma-lyase [PF06838.13]		0
c_filamentum_b3_c_filamentum_b3@contig1_1243	c_filamentum_b3	c_filamentum_b3@contig1	1243	1360679	1360915	-1	C	K03666	host factor-I protein								Hfq protein [PF17209.5]		0
c_filamentum_b3_c_filamentum_b3@contig1_1244	c_filamentum_b3	c_filamentum_b3@contig1	1244	1360948	1361877	-1	C	K00791	tRNA dimethylallyltransferase [EC:2.5.1.75]								IPP transferase [PF01715.19]; Isopentenyl transferase [PF01745.18]		0
c_filamentum_b3_c_filamentum_b3@contig1_1245	c_filamentum_b3	c_filamentum_b3@contig1	1245	1361890	1363893	-1	C	K03572	DNA mismatch repair protein MutL								MutL C terminal dimerisation domain [PF08676.13]; DNA mismatch repair protein, C-terminal domain [PF01119.21]; Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF13589.8]		0
c_filamentum_b3_c_filamentum_b3@contig1_1246	c_filamentum_b3	c_filamentum_b3@contig1	1246	1363904	1366651	-1	C	K03555	DNA mismatch repair protein MutS								MutS domain V [PF00488.23]; MutS domain III [PF05192.20]; MutS domain I [PF01624.22]; MutS family domain IV [PF05190.20]; MutS domain II [PF05188.19]		0
c_filamentum_b3_c_filamentum_b3@contig1_1247	c_filamentum_b3	c_filamentum_b3@contig1	1247	1366799	1368178	-1	C	K06168	tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:2.8.4.3]								Uncharacterized protein family UPF0004 [PF00919.22]; Radical SAM superfamily [PF04055.23]; TRAM domain [PF01938.22]		0
c_filamentum_b3_c_filamentum_b3@contig1_1248	c_filamentum_b3	c_filamentum_b3@contig1	1248	1368323	1369258	-1	D										Acetyltransferase (GNAT) family [PF00583.27]; Acetyltransferase (GNAT) domain [PF13420.9]		0
c_filamentum_b3_c_filamentum_b3@contig1_1249	c_filamentum_b3	c_filamentum_b3@contig1	1249	1369348	1370406	-1	C	K02945	small subunit ribosomal protein S1								S1 RNA binding domain [PF00575.25]		0
c_filamentum_b3_c_filamentum_b3@contig1_1250	c_filamentum_b3	c_filamentum_b3@contig1	1250	1370409	1371254	-1	C	K03527	4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC:1.17.7.4]								LytB protein [PF02401.20]		0
c_filamentum_b3_c_filamentum_b3@contig1_1251	c_filamentum_b3	c_filamentum_b3@contig1	1251	1371291	1371947	-1	C	K00945	CMP/dCMP kinase [EC:2.7.4.25]								Cytidylate kinase [PF02224.20]		0
c_filamentum_b3_c_filamentum_b3@contig1_1252	c_filamentum_b3	c_filamentum_b3@contig1	1252	1372040	1373254	-1	D										HI0933-like protein [PF03486.16]; FAD binding domain [PF00890.26]; FAD dependent oxidoreductase [PF12831.9]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.8]; FAD dependent oxidoreductase [PF01266.26]		0
c_filamentum_b3_c_filamentum_b3@contig1_1253	c_filamentum_b3	c_filamentum_b3@contig1	1253	1373387	1374283	-1	D										SIS domain [PF01380.24]; Helix-turn-helix domain, rpiR family [PF01418.19]		0
c_filamentum_b3_c_filamentum_b3@contig1_1254	c_filamentum_b3	c_filamentum_b3@contig1	1254	1374408	1374947	-1	D										Putative rRNA methylase [PF06962.14]		0
c_filamentum_b3_c_filamentum_b3@contig1_1255	c_filamentum_b3	c_filamentum_b3@contig1	1255	1374957	1375685	-1	C	K06178	23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]								RNA pseudouridylate synthase [PF00849.24]; S4 domain [PF01479.27]		0
c_filamentum_b3_c_filamentum_b3@contig1_1256	c_filamentum_b3	c_filamentum_b3@contig1	1256	1375900	1376361	1	D										Pyridoxal-phosphate dependent enzyme [PF00291.27]		0
c_filamentum_b3_c_filamentum_b3@contig1_1257	c_filamentum_b3	c_filamentum_b3@contig1	1257	1376411	1377082	-1	C	K00762	orotate phosphoribosyltransferase [EC:2.4.2.10]								Phosphoribosyl transferase domain [PF00156.29]		0
c_filamentum_b3_c_filamentum_b3@contig1_1258	c_filamentum_b3	c_filamentum_b3@contig1	1258	1377228	1378187	1	D			MER0001465	S09C	MER0001465 - subfamily S9C unassigned peptidases (Clostridium beijerinckii) [S09.UPC]#S09C#{peptidase unit: 66-322}~source YP_001308427~	False	0.509	246.0	9.33e-71	alpha/beta hydrolase fold [PF07859.15]; Prolyl oligopeptidase family [PF00326.23]; Serine aminopeptidase, S33 [PF12146.10]		0
c_filamentum_b3_c_filamentum_b3@contig1_1259	c_filamentum_b3	c_filamentum_b3@contig1	1259	1378280	1379260	-1	E												0
c_filamentum_b3_c_filamentum_b3@contig1_1260	c_filamentum_b3	c_filamentum_b3@contig1	1260	1379283	1380095	-1	C	K05794	tellurite resistance protein TerC								Integral membrane protein TerC family [PF03741.18]		0
c_filamentum_b3_c_filamentum_b3@contig1_1261	c_filamentum_b3	c_filamentum_b3@contig1	1261	1380214	1380465	-1	D										Protein of unknown function (DUF3243) [PF11588.10]		0
c_filamentum_b3_c_filamentum_b3@contig1_1262	c_filamentum_b3	c_filamentum_b3@contig1	1262	1380548	1381495	-1	D										2-thiouracil desulfurase [PF04463.14]; Protein of unknown function (DUF1722) [PF08349.13]		0
