	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	kegg_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_hits	heme_regulatory_motif_count
c_saudiense_c_saudiense@contig1_2124	c_saudiense	c_saudiense@contig1	2124	2229973	2230773	-1	C	K06383	stage II sporulation protein GA (sporulation sigma-E factor processing peptidase) [EC:3.4.23.-]	MER0089906	A36	MER0089906 - family A36 unassigned peptidases (Clostridium botulinum) [A36.UPW]#A36#{peptidase unit: 3-266}~source ACD54178~	False	0.41	190.0	1.348e-52	Sporulation factor SpoIIGA [PF03419.15]		0
c_saudiense_c_saudiense@contig1_2125	c_saudiense	c_saudiense@contig1	2125	2231029	2232150	-1	C	K03531	cell division protein FtsZ								FtsZ family, C-terminal domain [PF12327.10]; Tubulin/FtsZ family, GTPase domain [PF00091.27]		0
c_saudiense_c_saudiense@contig1_2126	c_saudiense	c_saudiense@contig1	2126	2232701	2233756	-1	C	K02669	twitching motility protein PilT								Type II/IV secretion system protein [PF00437.22]		0
c_saudiense_c_saudiense@contig1_2127	c_saudiense	c_saudiense@contig1	2127	2233860	2234567	-1	C	K03091	RNA polymerase sporulation-specific sigma factor								Sigma-70, region 4 [PF04545.18]		0
c_saudiense_c_saudiense@contig1_2128	c_saudiense	c_saudiense@contig1	2128	2234657	2236276	-1	D										Penicillin binding protein transpeptidase domain [PF00905.24]		0
c_saudiense_c_saudiense@contig1_2129	c_saudiense	c_saudiense@contig1	2129	2236330	2236947	-1	C	K00876	uridine kinase [EC:2.7.1.48]								Phosphoribulokinase / Uridine kinase family [PF00485.20]		0
c_saudiense_c_saudiense@contig1_2130	c_saudiense	c_saudiense@contig1	2130	2236963	2238207	-1	C	K08303	U32 family peptidase [EC:3.4.-.-]	MER0113146	U32	MER0113146 - collagenase ({Helicobacter}-type) (Clostridium botulinum) [U32.002]#U32#{peptidase unit: 27-410}~source YP_001885381~	True	0.853	678.0	1.7739999999999999e-218	Peptidase family U32 [PF01136.21]; Peptidase family U32 C-terminal domain [PF16325.7]		0
c_saudiense_c_saudiense@contig1_2131	c_saudiense	c_saudiense@contig1	2131	2238212	2238856	-1	C	K00588	caffeoyl-CoA O-methyltransferase [EC:2.1.1.104]								O-methyltransferase [PF01596.19]; Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT) [PF01135.21]; Methyltransferase domain [PF13847.8]; Methyltransferase small domain [PF05175.16]; Mycolic acid cyclopropane synthetase [PF02353.22]; RNA cap guanine-N2 methyltransferase [PF09445.12]; Spermine/spermidine synthase domain [PF01564.19]; tRNA methyltransferase complex GCD14 subunit [PF08704.12]		0
c_saudiense_c_saudiense@contig1_2132	c_saudiense	c_saudiense@contig1	2132	2238875	2239924	-1	C	K07082	UPF0755 protein								YceG-like family [PF02618.18]		0
c_saudiense_c_saudiense@contig1_2133	c_saudiense	c_saudiense@contig1	2133	2240017	2241843	-1	C	K06207	GTP-binding protein								Elongation factor Tu GTP binding domain [PF00009.29]; Elongation factor G C-terminus [PF00679.26]; Elongation factor Tu domain 2 [PF03144.27]; ADP-ribosylation factor family [PF00025.23]		0
c_saudiense_c_saudiense@contig1_2134	c_saudiense	c_saudiense@contig1	2134	2242181	2243848	-1	C	K12574	ribonuclease J [EC:3.1.-.-]								Ribonuclease J C-terminal domain [PF17770.3]; Metallo-beta-lactamase superfamily [PF00753.29]; Beta-lactamase superfamily domain [PF12706.9]; Zn-dependent metallo-hydrolase RNA specificity domain [PF07521.14]; Metallo-beta-lactamase superfamily domain [PF16661.7]		0
c_saudiense_c_saudiense@contig1_2135	c_saudiense	c_saudiense@contig1	2135	2243904	2244374	-1	C	K03711	Fur family transcriptional regulator, ferric uptake regulator								Ferric uptake regulator family [PF01475.21]		0
c_saudiense_c_saudiense@contig1_2136	c_saudiense	c_saudiense@contig1	2136	2244398	2244673	-1	D										Protein of unknown function (DUF1292) [PF06949.13]		0
c_saudiense_c_saudiense@contig1_2137	c_saudiense	c_saudiense@contig1	2137	2244898	2245320	-1	C	K07447	putative holliday junction resolvase [EC:3.1.-.-]								Holliday junction resolvase [PF03652.17]		0
c_saudiense_c_saudiense@contig1_2138	c_saudiense	c_saudiense@contig1	2138	2245460	2245717	-1	D										IreB regulatory phosphoprotein [PF06135.14]		0
c_saudiense_c_saudiense@contig1_2139	c_saudiense	c_saudiense@contig1	2139	2245855	2248503	-1	C	K01872	alanyl-tRNA synthetase [EC:6.1.1.7]								tRNA synthetases class II (A) [PF01411.21]; DHHA1 domain [PF02272.21]; Threonyl and Alanyl tRNA synthetase second additional domain [PF07973.16]		0
c_saudiense_c_saudiense@contig1_2140	c_saudiense	c_saudiense@contig1	2140	2248852	2249880	-1	D										AI-2E family transporter [PF01594.18]		0
c_saudiense_c_saudiense@contig1_2141	c_saudiense	c_saudiense@contig1	2141	2249864	2250364	-1	E												0
c_saudiense_c_saudiense@contig1_2142	c_saudiense	c_saudiense@contig1	2142	2250567	2251409	-1	D										Helix-turn-helix domain [PF12833.9]; Bacterial regulatory helix-turn-helix proteins, AraC family [PF00165.25]		0
c_saudiense_c_saudiense@contig1_2143	c_saudiense	c_saudiense@contig1	2143	2251836	2252963	-1	D										AI-2E family transporter [PF01594.18]		0
c_saudiense_c_saudiense@contig1_2144	c_saudiense	c_saudiense@contig1	2144	2253681	2254214	1	E												0
c_saudiense_c_saudiense@contig1_2145	c_saudiense	c_saudiense@contig1	2145	2254243	2255037	-1	C	K04486	histidinol-phosphatase (PHP family) [EC:3.1.3.15]								PHP domain [PF02811.21]		0
c_saudiense_c_saudiense@contig1_2146	c_saudiense	c_saudiense@contig1	2146	2255250	2255540	-1	E												0
c_saudiense_c_saudiense@contig1_2147	c_saudiense	c_saudiense@contig1	2147	2256022	2256138	-1	E												0
c_saudiense_c_saudiense@contig1_2148	c_saudiense	c_saudiense@contig1	2148	2256319	2257539	-1	E												0
c_saudiense_c_saudiense@contig1_2149	c_saudiense	c_saudiense@contig1	2149	2257744	2258811	1	C	K07035	uncharacterized protein								Phosphotransferase system, EIIC [PF13303.8]		0
c_saudiense_c_saudiense@contig1_2150	c_saudiense	c_saudiense@contig1	2150	2258875	2260263	-1	C	K09121	pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel chelatase [EC:4.99.1.12]								Protein of unknown function DUF111 [PF01969.19]		0
c_saudiense_c_saudiense@contig1_2151	c_saudiense	c_saudiense@contig1	2151	2260256	2261008	-1	C	K06898	pyridinium-3,5-biscarboxylic acid mononucleotide synthase [EC:2.5.1.143]								AIR carboxylase [PF00731.22]; Protein of unknown function DUF111 [PF01969.19]		0
c_saudiense_c_saudiense@contig1_2152	c_saudiense	c_saudiense@contig1	2152	2261055	2262173	-1	C	K07079	uncharacterized protein								Aldo/keto reductase family [PF00248.23]; 4Fe-4S dicluster domain [PF13534.8]; 4Fe-4S dicluster domain [PF13237.8]; 4Fe-4S dicluster domain [PF13183.8]; 4Fe-4S dicluster domain [PF13187.8]		0
c_saudiense_c_saudiense@contig1_2153	c_saudiense	c_saudiense@contig1	2153	2262363	2263007	-1	D										Protein of unknown function (DUF1275) [PF06912.13]		0
c_saudiense_c_saudiense@contig1_2154	c_saudiense	c_saudiense@contig1	2154	2263385	2263594	-1	E												0
c_saudiense_c_saudiense@contig1_2155	c_saudiense	c_saudiense@contig1	2155	2263614	2264225	-1	E												0
c_saudiense_c_saudiense@contig1_2156	c_saudiense	c_saudiense@contig1	2156	2264333	2264716	-1	C	K08234	glyoxylase I family protein								Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily [PF00903.27]; Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily [PF13669.8]; Glyoxalase-like domain [PF12681.9]; Glyoxalase-like domain [PF18029.3]		0
c_saudiense_c_saudiense@contig1_2157	c_saudiense	c_saudiense@contig1	2157	2264786	2266234	-1	C	K01255	leucyl aminopeptidase [EC:3.4.11.1]	MER0317800	M17	MER0317800 - cysteinylglycinase ({Treponema denticola})-like peptidase (Clostridium celatum) [M17.013]#M17#{peptidase unit: 45-476}~source ZP_19298154~	True	0.877	788.0	2.012e-255	Cytosol aminopeptidase family, catalytic domain [PF00883.23]; Cytosol aminopeptidase family, N-terminal domain [PF02789.19]		0
c_saudiense_c_saudiense@contig1_2158	c_saudiense	c_saudiense@contig1	2158	2266439	2267332	-1	C	K02030	polar amino acid transport system substrate-binding protein								Bacterial extracellular solute-binding proteins, family 3 [PF00497.22]; NMT1/THI5 like [PF09084.13]		0
c_saudiense_c_saudiense@contig1_2159	c_saudiense	c_saudiense@contig1	2159	2267371	2268120	-1	C	K02028	polar amino acid transport system ATP-binding protein [EC:7.4.2.1]								ABC transporter [PF00005.29]; RecF/RecN/SMC N terminal domain [PF02463.21]		0
c_saudiense_c_saudiense@contig1_2160	c_saudiense	c_saudiense@contig1	2160	2268122	2268799	-1	E												0
c_saudiense_c_saudiense@contig1_2161	c_saudiense	c_saudiense@contig1	2161	2268762	2269439	-1	D										Binding-protein-dependent transport system inner membrane component [PF00528.24]		0
c_saudiense_c_saudiense@contig1_2162	c_saudiense	c_saudiense@contig1	2162	2269408	2269515	-1	E												0
c_saudiense_c_saudiense@contig1_2163	c_saudiense	c_saudiense@contig1	2163	2269572	2270165	-1	D										Acetyltransferase (GNAT) domain [PF13508.9]; Acetyltransferase (GNAT) domain [PF13673.9]; Acetyltransferase (GNAT) family [PF00583.27]; Acetyltransferase (GNAT) domain [PF13527.9]		0
c_saudiense_c_saudiense@contig1_2164	c_saudiense	c_saudiense@contig1	2164	2270381	2272039	-1	D										EAL domain [PF00563.22]		0
c_saudiense_c_saudiense@contig1_2165	c_saudiense	c_saudiense@contig1	2165	2272451	2273152	1	E												0
c_saudiense_c_saudiense@contig1_2166	c_saudiense	c_saudiense@contig1	2166	2273249	2274115	-1	E												0
c_saudiense_c_saudiense@contig1_2167	c_saudiense	c_saudiense@contig1	2167	2274579	2275952	-1	C	K03327	multidrug resistance protein, MATE family								MatE [PF01554.20]; Polysaccharide biosynthesis C-terminal domain [PF14667.8]		0
c_saudiense_c_saudiense@contig1_2168	c_saudiense	c_saudiense@contig1	2168	2276360	2276737	1	D										Acetyltransferase (GNAT) domain [PF13673.9]; Acetyltransferase (GNAT) domain [PF13508.9]; Acetyltransferase (GNAT) family [PF00583.27]; Acetyltransferase (GNAT) domain [PF13420.9]		0
c_saudiense_c_saudiense@contig1_2169	c_saudiense	c_saudiense@contig1	2169	2276811	2276942	1	E												0
c_saudiense_c_saudiense@contig1_2170	c_saudiense	c_saudiense@contig1	2170	2277007	2277390	1	E												0
c_saudiense_c_saudiense@contig1_2171	c_saudiense	c_saudiense@contig1	2171	2277639	2278631	-1	D			MER0293370	M28C	MER0293370 - subfamily M28C unassigned peptidases () [M28.UPC]#M28C#{peptidase unit: 67-229}~source SCJ86477~	False	0.789	265.0	2.262e-77	Peptidase family M28 [PF04389.19]; Nicastrin [PF05450.17]		0
c_saudiense_c_saudiense@contig1_2172	c_saudiense	c_saudiense@contig1	2172	2278960	2279193	-1	E												0
c_saudiense_c_saudiense@contig1_2173	c_saudiense	c_saudiense@contig1	2173	2279219	2280970	-1	D										Conserved hypothetical protein 698 [PF03601.16]		0
c_saudiense_c_saudiense@contig1_2174	c_saudiense	c_saudiense@contig1	2174	2281540	2282628	-1	D										Iron-containing alcohol dehydrogenase [PF00465.21]; Iron-containing alcohol dehydrogenase [PF13685.8]		0
c_saudiense_c_saudiense@contig1_2175	c_saudiense	c_saudiense@contig1	2175	2282855	2284177	1	C	K07497	putative transposase								Integrase core domain [PF13683.8]; Integrase core domain [PF13333.8]; Integrase core domain [PF00665.28]; HTH-like domain [PF13276.8]		0
c_saudiense_c_saudiense@contig1_2176	c_saudiense	c_saudiense@contig1	2176	2284256	2284591	-1	D										HxlR-like helix-turn-helix [PF01638.19]		0
c_saudiense_c_saudiense@contig1_2177	c_saudiense	c_saudiense@contig1	2177	2284798	2285790	-1	D										NADH:flavin oxidoreductase / NADH oxidase family [PF00724.22]; Dihydrouridine synthase (Dus) [PF01207.19]		0
c_saudiense_c_saudiense@contig1_2178	c_saudiense	c_saudiense@contig1	2178	2286397	2286693	1	C	K09780	uncharacterized protein										0
c_saudiense_c_saudiense@contig1_2179	c_saudiense	c_saudiense@contig1	2179	2286807	2287898	-1	D			MER0117417	C59	MER0117417 - family C59 unassigned peptidases (Clostridium leptum) [C59.UPW]#C59#{peptidase unit: 25-347}~source EDO62549~	True	0.66	424.0	1.8880000000000001e-131	Linear amide C-N hydrolases, choloylglycine hydrolase family [PF02275.20]		0
c_saudiense_c_saudiense@contig1_2180	c_saudiense	c_saudiense@contig1	2180	2288118	2289635	-1	D										Polysaccharide biosynthesis protein [PF01943.19]; Polysaccharide biosynthesis C-terminal domain [PF14667.8]		0
c_saudiense_c_saudiense@contig1_2181	c_saudiense	c_saudiense@contig1	2181	2289789	2290931	-1	D										Exonuclease [PF00929.26]		0
c_saudiense_c_saudiense@contig1_2182	c_saudiense	c_saudiense@contig1	2182	2291484	2292242	-1	C	K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]								Enoyl-(Acyl carrier protein) reductase [PF13561.8]; short chain dehydrogenase [PF00106.27]		0
c_saudiense_c_saudiense@contig1_2183	c_saudiense	c_saudiense@contig1	2183	2292571	2293662	1	C	K00005	glycerol dehydrogenase [EC:1.1.1.6]								Iron-containing alcohol dehydrogenase [PF00465.21]; Iron-containing alcohol dehydrogenase [PF13685.8]		0
c_saudiense_c_saudiense@contig1_2184	c_saudiense	c_saudiense@contig1	2184	2293793	2296672	-1	C	K05349	beta-glucosidase [EC:3.2.1.21]								Glycosyl hydrolase family 3 N terminal domain [PF00933.23]; Glycosyl hydrolase family 3 C-terminal domain [PF01915.24]; Fibronectin type III-like domain [PF14310.8]	GH3 beta-glucosidase (EC 3.2.1.21); xylan 1,4-beta-xylosidase (EC 3.2.1.37); beta-glucosylceramidase (EC 3.2.1.45); beta-N-acetylhexosaminidase (EC 3.2.1.52); alpha-L-arabinofuranosidase (EC 3.2.1.55); glucan 1,4-beta-glucosidase (EC 3.2.1.74); isoprimeverose-producing oligoxyloglucan hydrolase (EC 3.2.1.120); coniferin beta-glucosidase (EC 3.2.1.126); exo-1,3-1,4-glucanase (EC 3.2.1.-); beta-N-acetylglucosaminide phosphorylases (EC 2.4.1.-); beta-1,2-glucosidase (EC 3.2.1.-); beta-1,3-glucosidase (EC 3.2.1.-); xyloglucan-specific exo-beta-1,4-glucanase / exo-xyloglucanase (EC 3.2.1.155) [GH3]	0
c_saudiense_c_saudiense@contig1_2185	c_saudiense	c_saudiense@contig1	2185	2296796	2297323	-1	E												0
c_saudiense_c_saudiense@contig1_2186	c_saudiense	c_saudiense@contig1	2186	2297298	2299787	-1	C	K05349	beta-glucosidase [EC:3.2.1.21]								Glycosyl hydrolase family 3 N terminal domain [PF00933.23]; Glycosyl hydrolase family 3 C-terminal domain [PF01915.24]; Fibronectin type III-like domain [PF14310.8]	GH3 beta-glucosidase (EC 3.2.1.21); xylan 1,4-beta-xylosidase (EC 3.2.1.37); beta-glucosylceramidase (EC 3.2.1.45); beta-N-acetylhexosaminidase (EC 3.2.1.52); alpha-L-arabinofuranosidase (EC 3.2.1.55); glucan 1,4-beta-glucosidase (EC 3.2.1.74); isoprimeverose-producing oligoxyloglucan hydrolase (EC 3.2.1.120); coniferin beta-glucosidase (EC 3.2.1.126); exo-1,3-1,4-glucanase (EC 3.2.1.-); beta-N-acetylglucosaminide phosphorylases (EC 2.4.1.-); beta-1,2-glucosidase (EC 3.2.1.-); beta-1,3-glucosidase (EC 3.2.1.-); xyloglucan-specific exo-beta-1,4-glucanase / exo-xyloglucanase (EC 3.2.1.155) [GH3]	0
c_saudiense_c_saudiense@contig1_2187	c_saudiense	c_saudiense@contig1	2187	2299924	2301240	-1	D										GHKL domain [PF14501.8]		0
c_saudiense_c_saudiense@contig1_2188	c_saudiense	c_saudiense@contig1	2188	2301251	2301955	-1	D										LytTr DNA-binding domain [PF04397.17]; Response regulator receiver domain [PF00072.26]		0
c_saudiense_c_saudiense@contig1_2189	c_saudiense	c_saudiense@contig1	2189	2301971	2302213	-1	D										NADPH-dependent FMN reductase [PF03358.17]		0
c_saudiense_c_saudiense@contig1_2190	c_saudiense	c_saudiense@contig1	2190	2302336	2303358	1	C	K03716	spore photoproduct lyase [EC:4.1.99.14]										0
c_saudiense_c_saudiense@contig1_2191	c_saudiense	c_saudiense@contig1	2191	2303476	2303859	-1	E												0
c_saudiense_c_saudiense@contig1_2192	c_saudiense	c_saudiense@contig1	2192	2303947	2306073	-1	D										AAA domain [PF13087.8]; AAA domain [PF13086.8]; AAA domain [PF13604.8]; AAA domain [PF13245.8]		0
c_saudiense_c_saudiense@contig1_2193	c_saudiense	c_saudiense@contig1	2193	2306225	2306353	1	E												0
c_saudiense_c_saudiense@contig1_2194	c_saudiense	c_saudiense@contig1	2194	2306337	2306645	-1	E												0
c_saudiense_c_saudiense@contig1_2195	c_saudiense	c_saudiense@contig1	2195	2306652	2307248	-1	D										Tellurite resistance protein TehB [PF03848.16]; Methyltransferase domain [PF13489.8]; Methyltransferase domain [PF13649.8]; Methyltransferase domain [PF08241.14]; Methyltransferase domain [PF13847.8]; Methyltransferase domain [PF08242.14]; Mycolic acid cyclopropane synthetase [PF02353.22]; Thiopurine S-methyltransferase (TPMT) [PF05724.13]		0
c_saudiense_c_saudiense@contig1_2196	c_saudiense	c_saudiense@contig1	2196	2307343	2308419	-1	D										Endonuclease NucS [PF01939.18]		0
c_saudiense_c_saudiense@contig1_2197	c_saudiense	c_saudiense@contig1	2197	2308513	2311002	-1	D										Type III restriction enzyme, res subunit [PF04851.17]; Helicase conserved C-terminal domain [PF00271.33]; PLD-like domain [PF13091.8]		0
c_saudiense_c_saudiense@contig1_2198	c_saudiense	c_saudiense@contig1	2198	2311154	2311585	-1	D										Double zinc ribbon [PF12773.9]		0
c_saudiense_c_saudiense@contig1_2199	c_saudiense	c_saudiense@contig1	2199	2311680	2313980	-1	D										UvrD/REP helicase N-terminal domain [PF00580.23]; UvrD-like helicase C-terminal domain [PF13361.8]; AAA domain [PF13245.8]; Viral (Superfamily 1) RNA helicase [PF01443.20]		0
c_saudiense_c_saudiense@contig1_2200	c_saudiense	c_saudiense@contig1	2200	2313967	2316639	-1	E												0
c_saudiense_c_saudiense@contig1_2201	c_saudiense	c_saudiense@contig1	2201	2316632	2319070	-1	D										UvrD/REP helicase N-terminal domain [PF00580.23]; UvrD-like helicase C-terminal domain [PF13361.8]; AAA domain [PF13245.8]		0
c_saudiense_c_saudiense@contig1_2202	c_saudiense	c_saudiense@contig1	2202	2319445	2319897	-1	E												0
c_saudiense_c_saudiense@contig1_2203	c_saudiense	c_saudiense@contig1	2203	2319982	2320323	-1	E												0
c_saudiense_c_saudiense@contig1_2204	c_saudiense	c_saudiense@contig1	2204	2320407	2320769	-1	D										SWI2/SNF2 ATPase [PF18766.3]		0
c_saudiense_c_saudiense@contig1_2205	c_saudiense	c_saudiense@contig1	2205	2321129	2323243	-1	D										Z1 domain [PF10593.11]		0
c_saudiense_c_saudiense@contig1_2206	c_saudiense	c_saudiense@contig1	2206	2323412	2325367	-1	E												0
c_saudiense_c_saudiense@contig1_2207	c_saudiense	c_saudiense@contig1	2207	2325465	2325749	-1	E												0
c_saudiense_c_saudiense@contig1_2208	c_saudiense	c_saudiense@contig1	2208	2325936	2327399	-1	D										Meiotically up-regulated gene 113 [PF13455.8]; T5orf172 domain [PF10544.11]		0
c_saudiense_c_saudiense@contig1_2209	c_saudiense	c_saudiense@contig1	2209	2327583	2329808	-1	D										Piwi domain [PF02171.19]		0
c_saudiense_c_saudiense@contig1_2210	c_saudiense	c_saudiense@contig1	2210	2329949	2330956	-1	E												0
c_saudiense_c_saudiense@contig1_2211	c_saudiense	c_saudiense@contig1	2211	2331663	2332022	-1	E												0
c_saudiense_c_saudiense@contig1_2212	c_saudiense	c_saudiense@contig1	2212	2331994	2332920	-1	C	K03496	chromosome partitioning protein								AAA domain [PF13614.8]; Cellulose biosynthesis protein BcsQ [PF06564.14]; VirC1 protein [PF07015.13]; ATPase MipZ [PF09140.13]		0
c_saudiense_c_saudiense@contig1_2213	c_saudiense	c_saudiense@contig1	2213	2333006	2333554	-1	E												0
c_saudiense_c_saudiense@contig1_2214	c_saudiense	c_saudiense@contig1	2214	2333568	2334893	-1	C	K02314	replicative DNA helicase [EC:3.6.4.12]								DnaB-like helicase C terminal domain [PF03796.17]; DnaB-like helicase N terminal domain [PF00772.23]; KaiC [PF06745.15]; AAA domain [PF13481.8]; Rad51 [PF08423.13]		0
c_saudiense_c_saudiense@contig1_2215	c_saudiense	c_saudiense@contig1	2215	2334950	2335936	-1	E												0
c_saudiense_c_saudiense@contig1_2216	c_saudiense	c_saudiense@contig1	2216	2336009	2336554	-1	E												0
c_saudiense_c_saudiense@contig1_2217	c_saudiense	c_saudiense@contig1	2217	2336783	2337454	1	D										Response regulator receiver domain [PF00072.26]; Transcriptional regulatory protein, C terminal [PF00486.30]		0
c_saudiense_c_saudiense@contig1_2218	c_saudiense	c_saudiense@contig1	2218	2337535	2337750	-1	D										Protein of unknown function (DUF2922) [PF11148.10]		0
c_saudiense_c_saudiense@contig1_2219	c_saudiense	c_saudiense@contig1	2219	2337774	2337995	-1	D										Protein of unknown function (DUF1659) [PF07872.13]		0
c_saudiense_c_saudiense@contig1_2220	c_saudiense	c_saudiense@contig1	2220	2338188	2338556	1	E												0
c_saudiense_c_saudiense@contig1_2221	c_saudiense	c_saudiense@contig1	2221	2338628	2338813	1	D										Domain of unknown function (DUF4177) [PF13783.8]		0
c_saudiense_c_saudiense@contig1_2222	c_saudiense	c_saudiense@contig1	2222	2338862	2339041	-1	E												0
c_saudiense_c_saudiense@contig1_2223	c_saudiense	c_saudiense@contig1	2223	2339168	2341015	-1	D										Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.28]; PAS fold [PF08448.12]; His Kinase A (phospho-acceptor) domain [PF00512.27]		0
c_saudiense_c_saudiense@contig1_2224	c_saudiense	c_saudiense@contig1	2224	2341070	2341798	-1	D										Nuclease-related domain [PF08378.13]; Topoisomerase DNA binding C4 zinc finger [PF01396.21]		0
c_saudiense_c_saudiense@contig1_2225	c_saudiense	c_saudiense@contig1	2225	2342009	2342665	-1	D			MER0209475	S09X	MER0209475 - family S9 unassigned peptidases (Streptococcus suis) [S09.UPW]#S09X#{peptidase unit: 82-286}~source YP_001197693~	False	0.461	158.0	4.276e-42	Chlorophyllase enzyme [PF12740.9]; Chlorophyllase [PF07224.13]		0
c_saudiense_c_saudiense@contig1_2226	c_saudiense	c_saudiense@contig1	2226	2343010	2343450	1	C	K13993	HSP20 family protein								Hsp20/alpha crystallin family [PF00011.23]; HSP20-like domain found in ArsA [PF17886.3]		0
c_saudiense_c_saudiense@contig1_2227	c_saudiense	c_saudiense@contig1	2227	2343563	2345401	-1	D										Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.28]; His Kinase A (phospho-acceptor) domain [PF00512.27]; PAS fold [PF08448.12]		0
c_saudiense_c_saudiense@contig1_2228	c_saudiense	c_saudiense@contig1	2228	2345637	2346332	-1	D										Cysteine-rich secretory protein family [PF00188.28]		0
c_saudiense_c_saudiense@contig1_2229	c_saudiense	c_saudiense@contig1	2229	2346820	2347260	1	C	K13993	HSP20 family protein								Hsp20/alpha crystallin family [PF00011.23]; HSP20-like domain found in ArsA [PF17886.3]		0
c_saudiense_c_saudiense@contig1_2230	c_saudiense	c_saudiense@contig1	2230	2347512	2350334	1	D										Collagen triple helix repeat (20 copies) [PF01391.20]; Domain of unknown function DUF11 [PF01345.20]		0
c_saudiense_c_saudiense@contig1_2231	c_saudiense	c_saudiense@contig1	2231	2350554	2351390	-1	C	K19337	RpiR family transcriptional regulator, carbohydrate utilization regulator								SIS domain [PF01380.24]; Helix-turn-helix domain, rpiR family [PF01418.19]; SIS domain [PF13580.8]		0
c_saudiense_c_saudiense@contig1_2232	c_saudiense	c_saudiense@contig1	2232	2351457	2352335	-1	D										ROK family [PF00480.22]		0
c_saudiense_c_saudiense@contig1_2233	c_saudiense	c_saudiense@contig1	2233	2352458	2352910	-1	C	K19334	biofilm protein TabA								YhcH/YjgK/YiaL [PF04074.14]		0
c_saudiense_c_saudiense@contig1_2234	c_saudiense	c_saudiense@contig1	2234	2352913	2354454	-1	C	K03307	solute:Na+ symporter, SSS family								Sodium:solute symporter family [PF00474.19]		0
c_saudiense_c_saudiense@contig1_2235	c_saudiense	c_saudiense@contig1	2235	2354483	2355349	-1	C	K01639	N-acetylneuraminate lyase [EC:4.1.3.3]								Dihydrodipicolinate synthetase family [PF00701.24]		0
c_saudiense_c_saudiense@contig1_2236	c_saudiense	c_saudiense@contig1	2236	2355484	2356149	-1	C	K01788	N-acylglucosamine-6-phosphate 2-epimerase [EC:5.1.3.9]								Putative N-acetylmannosamine-6-phosphate epimerase [PF04131.16]; Histidine biosynthesis protein [PF00977.23]; Dihydrouridine synthase (Dus) [PF01207.19]; Nitronate monooxygenase [PF03060.17]		0
c_saudiense_c_saudiense@contig1_2237	c_saudiense	c_saudiense@contig1	2237	2356580	2356879	-1	E												0
c_saudiense_c_saudiense@contig1_2238	c_saudiense	c_saudiense@contig1	2238	2357330	2357521	-1	D										Family of unknown function (DUF6019) [PF19483.1]		0
c_saudiense_c_saudiense@contig1_2239	c_saudiense	c_saudiense@contig1	2239	2357557	2358510	-1	D			MER0031486	M28A	MER0031486 - subfamily M28A non-peptidase homologues (Clostridium tetani) [M28.UNA]#M28A#{peptidase unit: 119-304}~source Q899Z3~	False	0.46	157.0	1.754e-40	Peptidase family M28 [PF04389.19]; Nicastrin [PF05450.17]		0
c_saudiense_c_saudiense@contig1_2240	c_saudiense	c_saudiense@contig1	2240	2359179	2359520	-1	E												0
c_saudiense_c_saudiense@contig1_2241	c_saudiense	c_saudiense@contig1	2241	2359616	2359744	-1	E												0
c_saudiense_c_saudiense@contig1_2242	c_saudiense	c_saudiense@contig1	2242	2359845	2360447	-1	E												0
c_saudiense_c_saudiense@contig1_2243	c_saudiense	c_saudiense@contig1	2243	2360435	2360947	-1	E												0
c_saudiense_c_saudiense@contig1_2244	c_saudiense	c_saudiense@contig1	2244	2361496	2362338	1	C	K03488	beta-glucoside operon transcriptional antiterminator								CAT RNA binding domain [PF03123.17]; PRD domain [PF00874.22]		0
c_saudiense_c_saudiense@contig1_2245	c_saudiense	c_saudiense@contig1	2245	2362446	2363822	1	D										Phosphotransferase system, EIIC [PF02378.20]; phosphotransferase system, EIIB [PF00367.22]		0
c_saudiense_c_saudiense@contig1_2246	c_saudiense	c_saudiense@contig1	2246	2364020	2364319	1	D										phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 1 [PF00358.22]		0
